"","GOterm","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"14308","GO:0061184",0.118270552289708,0.994488488041972,1,4,"positive regulation of dermatome development","BP"
"751","GO:0001988",0.118279812641394,0.995082970406739,1,3,"positive regulation of heart rate involved in baroreceptor response to decreased systemic arterial blood pressure","BP"
"6739","GO:0022848",0.118279812641394,0.995082970406739,1,3,"acetylcholine-gated monoatomic cation-selective channel activity","MF"
"13681","GO:0060112",0.118279812641394,0.995082970406739,1,3,"generation of ovulation cycle rhythm","BP"
"19311","GO:1905918",0.118279812641394,0.995082970406739,1,3,"regulation of CoA-transferase activity","BP"
"19312","GO:1905920",0.118279812641394,0.995082970406739,1,3,"positive regulation of CoA-transferase activity","BP"
"19313","GO:1905921",0.118279812641394,0.995082970406739,1,3,"regulation of acetylcholine biosynthetic process","BP"
"19314","GO:1905923",0.118279812641394,0.995082970406739,1,3,"positive regulation of acetylcholine biosynthetic process","BP"
"10444","GO:0043138",0.118474888473351,0.980081238261386,2,14,"3'-5' DNA helicase activity","MF"
"2213","GO:0005247",0.118833314716884,0.979708488588437,2,16,"voltage-gated chloride channel activity","MF"
"9905","GO:0042023",0.119033469870375,0.979540829730576,2,17,"DNA endoreduplication","BP"
"1366","GO:0003322",0.11950501384625,0.994369662100564,1,4,"pancreatic A cell development","BP"
"17690","GO:1901841",0.119515205061506,0.994368675557926,1,4,"regulation of high voltage-gated calcium channel activity","BP"
"12473","GO:0048706",0.119583138298888,0.945120800890569,7,118,"embryonic skeletal system development","BP"
"17008","GO:0099528",0.119594838258438,0.968142143102637,3,37,"G protein-coupled neurotransmitter receptor activity","MF"
"802","GO:0002062",0.119649675747656,0.960154106845936,4,53,"chondrocyte differentiation","BP"
"11391","GO:0045653",0.119768014629345,0.994344173588698,1,4,"negative regulation of megakaryocyte differentiation","BP"
"9896","GO:0040035",0.119775039051896,0.979582584806731,2,15,NA,NA
"11287","GO:0045445",0.119833080713341,0.97922073351921,2,18,"myoblast differentiation","BP"
"14898","GO:0070542",0.119875557498649,0.953856864846286,5,74,"response to fatty acid","BP"
"6442","GO:0021524",0.119934390957968,0.994328017996079,1,4,"visceral motor neuron differentiation","BP"
"772","GO:0002024",0.120188994545146,0.994303248226435,1,4,"diet induced thermogenesis","BP"
"2623","GO:0006066",0.120740887185414,0.933532077572553,11,216,"alcohol metabolic process","BP"
"11830","GO:0046597",0.120797898666193,0.994865076441271,1,3,"negative regulation of viral entry into host cell","BP"
"5709","GO:0016620",0.120800288130022,0.97895358557006,2,18,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor","MF"
"4939","GO:0014036",0.120836652273839,0.99423998240724,1,4,"neural crest cell fate specification","BP"
"19764","GO:2000290",0.120906258030482,0.994233161089342,1,4,"regulation of myotome development","BP"
"3407","GO:0007280",0.121084756400063,0.967705303804159,3,34,"pole cell migration","BP"
"6316","GO:0019747",0.121155292783912,0.994208720950362,1,4,"regulation of isoprenoid metabolic process","BP"
"16031","GO:0089701",0.121285460253108,0.994195924671109,1,4,"U2AF complex","CC"
"5871","GO:0016909",0.1213243492967,0.994192098741446,1,4,NA,NA
"1267","GO:0003150",0.121451714501468,0.99417955915116,1,4,"muscular septum morphogenesis","BP"
"4476","GO:0009997",0.121476867342577,0.994177081069755,1,4,"negative regulation of cardioblast cell fate specification","BP"
"19627","GO:2000044",0.121476867342577,0.994177081069755,1,4,"negative regulation of cardiac cell fate specification","BP"
"7788","GO:0032103",0.121574768712139,0.933028833020703,11,207,"positive regulation of response to external stimulus","BP"
"1416","GO:0003402",0.12167267070031,0.994157771297471,1,4,"planar cell polarity pathway involved in axis elongation","BP"
"19737","GO:2000243",0.121775979419975,0.943907143781939,7,114,"positive regulation of reproductive process","BP"
"7045","GO:0030517",0.121870517974947,0.978656414740578,2,18,"negative regulation of axon extension","BP"
"13098","GO:0051309",0.121915589018892,0.994766756685973,1,3,"female meiosis chromosome separation","BP"
"1071","GO:0002683",0.122381012630314,0.934689351735702,10,187,"negative regulation of immune system process","BP"
"18335","GO:1903510",0.122663051397238,0.952381576118341,5,78,"mucopolysaccharide metabolic process","BP"
"5080","GO:0015101",0.122860272847551,0.97828646273719,2,19,"organic cation transmembrane transporter activity","MF"
"4321","GO:0009436",0.122913393883193,0.99403462839038,1,4,"glyoxylate catabolic process","BP"
"8639","GO:0034122",0.123037849952937,0.978554813946712,2,16,"negative regulation of toll-like receptor signaling pathway","BP"
"19666","GO:2000112",0.123081444117312,0.901197996160605,77,1942,"regulation of cellular macromolecule biosynthetic process","BP"
"2338","GO:0005618",0.123170122267017,0.994008978400341,1,4,"cell wall","CC"
"4274","GO:0009277",0.123170122267017,0.994008978400341,1,4,"fungal-type cell wall","CC"
"18058","GO:1902875",0.123533979382064,0.978297238611593,2,17,"regulation of embryonic pattern specification","BP"
"5742","GO:0016684",0.123645680657008,0.966542558316553,3,38,"oxidoreductase activity, acting on peroxide as acceptor","MF"
"886","GO:0002221",0.123796665842687,0.958243554311656,4,54,"pattern recognition receptor signaling pathway","BP"
"15774","GO:0072329",0.123979541804995,0.94663404159632,6,103,"monocarboxylic acid catabolic process","BP"
"12678","GO:0050651",0.123988527015876,0.977968512905981,2,19,"dermatan sulfate proteoglycan biosynthetic process","BP"
"12379","GO:0048560",0.124566797358213,0.993868415843135,1,4,"establishment of anatomical structure orientation","BP"
"541","GO:0001667",0.124605660500608,0.925694396210197,14,276,"ameboidal-type cell migration","BP"
"719","GO:0001945",0.124640547831221,0.977879635738469,2,18,"lymph vessel development","BP"
"1951","GO:0004706",0.124737075472728,0.994514157208251,1,3,"JUN kinase kinase kinase activity","MF"
"17614","GO:1901616",0.124933229282539,0.957618343139456,4,58,"organic hydroxy compound catabolic process","BP"
"13043","GO:0051239",0.124992518137273,0.899444212392218,78,1939,"regulation of multicellular organismal process","BP"
"13857","GO:0060379",0.125048330290177,0.993819554331219,1,4,"cardiac muscle cell myoblast differentiation","BP"
"6287","GO:0019614",0.125137153624878,0.977739216547346,2,18,"catechol-containing compound catabolic process","BP"
"10090","GO:0042420",0.125137153624878,0.977739216547346,2,18,"dopamine catabolic process","BP"
"10093","GO:0042424",0.125137153624878,0.977739216547346,2,18,"catecholamine catabolic process","BP"
"2385","GO:0005703",0.125145641550312,0.966191857938826,3,33,"polytene chromosome puff","CC"
"9584","GO:0036063",0.125236335036497,0.994468801818356,1,3,"acroblast","CC"
"4569","GO:0010459",0.125450049610886,0.993778634613707,1,4,"negative regulation of heart rate","BP"
"12367","GO:0048536",0.125563327136792,0.965927564482767,3,35,"spleen development","BP"
"12405","GO:0048608",0.125648252569222,0.917818666395891,20,422,"reproductive structure development","BP"
"4998","GO:0014816",0.125698284299628,0.993753277657987,1,4,"skeletal muscle satellite cell differentiation","BP"
"13026","GO:0051216",0.125813403419373,0.945731000787795,6,95,"cartilage development","BP"
"10365","GO:0043010",0.126008556285192,0.923239963354281,15,306,"camera-type eye development","BP"
"19587","GO:1990918",0.126139312197096,0.993708092435999,1,4,"double-strand break repair involved in meiotic recombination","BP"
"5717","GO:0016639",0.126355808902376,0.993685848345998,1,4,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor","MF"
"13591","GO:0055118",0.126539991105949,0.993666891723558,1,4,"negative regulation of cardiac muscle contraction","BP"
"14242","GO:0061056",0.126626996463567,0.993657926394107,1,4,"sclerotome development","BP"
"2740","GO:0006281",0.126704423973052,0.919060199720288,18,373,"DNA repair","BP"
"5492","GO:0016209",0.126746988956034,0.956711565192291,4,61,"antioxidant activity","MF"
"3953","GO:0008483",0.127074249506104,0.977089622828814,2,19,"transaminase activity","MF"
"2765","GO:0006310",0.127162273396642,0.931676475638818,10,178,"DNA recombination","BP"
"1612","GO:0004065",0.127251407566599,0.977137460940103,2,18,"arylsulfatase activity","MF"
"6809","GO:0030071",0.127677040244218,0.956458768636063,4,54,"regulation of mitotic metaphase/anaphase transition","BP"
"11564","GO:0045955",0.127923152523372,0.977056596494256,2,17,"negative regulation of calcium ion-dependent exocytosis","BP"
"5617","GO:0016453",0.128056200957893,0.993509694899483,1,4,"C-acetyltransferase activity","MF"
"5544","GO:0016300",0.128067621059327,0.99350850314697,1,4,"tRNA (uracil) methyltransferase activity","MF"
"6703","GO:0022602",0.128148648755801,0.964965895876262,3,34,"ovulation cycle process","BP"
"12358","GO:0048522",0.128153477950507,0.893627182581486,112,2887,"positive regulation of cellular process","BP"
"10221","GO:0042684",0.128247395920537,0.993489727345963,1,4,"cardioblast cell fate commitment","BP"
"7836","GO:0032225",0.128301716822613,0.976736230312547,2,19,"regulation of synaptic transmission, dopaminergic","BP"
"6386","GO:0019902",0.128304538723922,0.936584483743617,8,135,"phosphatase binding","MF"
"3696","GO:0008062",0.12843435108138,0.993470171160948,1,4,"eclosion rhythm","BP"
"16161","GO:0090207",0.128857858411935,0.964587382616461,3,36,"regulation of triglyceride metabolic process","BP"
"2642","GO:0006099",0.128997983422383,0.964443296749246,3,38,"tricarboxylic acid cycle","BP"
"3850","GO:0008308",0.129054440169896,0.976732400918007,2,17,"voltage-gated monoatomic anion channel activity","MF"
"9034","GO:0035080",0.129165004909489,0.994104969506475,1,3,"heat shock-mediated polytene chromosome puffing","BP"
"4934","GO:0014029",0.129274515789376,0.976454634379384,2,19,"neural crest formation","BP"
"14169","GO:0060947",0.129276803358982,0.993381661991893,1,4,"cardiac vascular smooth muscle cell differentiation","BP"
"15877","GO:0072577",0.129764147687086,0.99404839952326,1,3,"endothelial cell apoptotic process","BP"
"9765","GO:0036515",0.129900305677934,0.993315749249765,1,4,"serotonergic neuron axon guidance","BP"
"5894","GO:0017002",0.129949841043296,0.993310497835586,1,4,"activin receptor activity","MF"
"18427","GO:1903706",0.130119901941953,0.925320781620982,12,237,"regulation of hemopoiesis","BP"
"14555","GO:0061821",0.130149461420703,0.994011866989589,1,3,"telomeric D-loop binding","MF"
"14613","GO:0062037",0.130149461420703,0.994011866989589,1,3,"D-loop DNA binding","MF"
"15215","GO:0071243",0.130182075836676,0.976190710633858,2,19,"cellular response to arsenic-containing substance","BP"
"11426","GO:0045721",0.130291909555466,0.993274174294224,1,4,"negative regulation of gluconeogenesis","BP"
"9410","GO:0035675",0.130427673826311,0.993259728858365,1,4,"neuromast hair cell development","BP"
"7990","GO:0032466",0.130561944089084,0.99324542622285,1,4,"negative regulation of cytokinesis","BP"
"5745","GO:0016705",0.130752267915106,0.942923697766908,6,101,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF"
"11388","GO:0045650",0.13076283674201,0.993223996864558,1,4,"negative regulation of macrophage differentiation","BP"
"4564","GO:0010453",0.131185559284854,0.942682750554865,6,101,"regulation of cell fate commitment","BP"
"33","GO:0000070",0.131281902703074,0.938408943513539,7,113,"mitotic sister chromatid segregation","BP"
"14746","GO:0070244",0.131390097444428,0.993156854796435,1,4,"negative regulation of thymocyte apoptotic process","BP"
"4432","GO:0009887",0.131488247562795,0.900871098951185,43,999,"animal organ morphogenesis","BP"
"12161","GO:0048060",0.131967021931767,0.993094790597361,1,4,"negative gravitaxis","BP"
"10642","GO:0043495",0.132113745330668,0.993078959006216,1,4,"protein-membrane adaptor activity","MF"
"650","GO:0001837",0.132375179838891,0.947378372184247,5,79,"epithelial to mesenchymal transition","BP"
"17332","GO:1900239",0.132441428288635,0.993043532234872,1,4,"regulation of phenotypic switching","BP"
"19308","GO:1905915",0.132441428288635,0.993043532234872,1,4,"regulation of cell differentiation involved in phenotypic switching","BP"
"19317","GO:1905930",0.132441428288635,0.993043532234872,1,4,"regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching","BP"
"4148","GO:0009119",0.13250020033976,0.947278710717171,5,81,"ribonucleoside metabolic process","BP"
"4609","GO:0010556",0.132655253095744,0.892723512190585,79,2007,"regulation of macromolecule biosynthetic process","BP"
"9343","GO:0035581",0.132753807615298,0.993009670592692,1,4,"sequestering of extracellular ligand from receptor","BP"
"11197","GO:0045196",0.133546372508082,0.975308262674771,2,18,"establishment or maintenance of neuroblast polarity","BP"
"11964","GO:0046880",0.13381381314867,0.992894116006347,1,4,"regulation of follicle-stimulating hormone secretion","BP"
"11965","GO:0046881",0.13381381314867,0.992894116006347,1,4,"positive regulation of follicle-stimulating hormone secretion","BP"
"3612","GO:0007564",0.133817996957261,0.992893657922474,1,4,"regulation of chitin-based cuticle tanning","BP"
"14418","GO:0061458",0.133961757466956,0.911623660766994,20,426,"reproductive system development","BP"
"18428","GO:1903707",0.134086413608066,0.946523326897833,5,77,"negative regulation of hemopoiesis","BP"
"20083","GO:2001021",0.134157198945845,0.953371132722814,4,56,"negative regulation of response to DNA damage stimulus","BP"
"1318","GO:0003228",0.135178586462865,0.992743855012427,1,4,"atrial cardiac muscle tissue development","BP"
"13523","GO:0055009",0.135178586462865,0.992743855012427,1,4,"atrial cardiac muscle tissue morphogenesis","BP"
"4808","GO:0010862",0.135237340956971,0.974602344698955,2,20,"positive regulation of pathway-restricted SMAD protein phosphorylation","BP"
"10040","GO:0042332",0.135991521202618,0.974582682951067,2,18,"gravitaxis","BP"
"16869","GO:0098869",0.136073813649925,0.952306612176417,4,62,"cellular oxidant detoxification","BP"
"7032","GO:0030500",0.136191744273457,0.952406999427552,4,56,"regulation of bone mineralization","BP"
"10091","GO:0042421",0.13624743551621,0.974506257228162,2,18,"norepinephrine biosynthetic process","BP"
"2287","GO:0005476",0.136307525072727,0.992145294388802,1,5,"carnitine:acyl carnitine antiporter activity","MF"
"5136","GO:0015226",0.136307525072727,0.992145294388802,1,5,"carnitine transmembrane transporter activity","MF"
"5331","GO:0015879",0.136307525072727,0.992145294388802,1,5,"carnitine transport","BP"
"11099","GO:0045016",0.136307525072727,0.992145294388802,1,5,"mitochondrial magnesium ion transmembrane transport","BP"
"17956","GO:1902603",0.136307525072727,0.992145294388802,1,5,"carnitine transmembrane transport","BP"
"19493","GO:1990616",0.136307525072727,0.992145294388802,1,5,"magnesium ion export from mitochondrion","BP"
"12682","GO:0050655",0.136379828463446,0.974259062320582,2,20,"dermatan sulfate proteoglycan metabolic process","BP"
"402","GO:0001091",0.13662782186305,0.974282723187874,2,19,"RNA polymerase II general transcription initiation factor binding","MF"
"8411","GO:0033238",0.137043616092777,0.961255530432896,3,37,"regulation of amine metabolic process","BP"
"4513","GO:0010165",0.137321152871721,0.961244290351462,3,35,"response to X-ray","BP"
"11407","GO:0045670",0.137600380937192,0.951707262270207,4,57,"regulation of osteoclast differentiation","BP"
