gene_id,A_R1_001.bam.gtf,B_R1_001.bam.gtf,C_R1_001.bam.gtf,D_R1_001.bam.gtf,E_R1_001.bam.gtf,F_R1_001.bam.gtf,G_R1_001.bam.gtf,H_R1_001.bam.gtf,L_R1_001.bam.gtf,M_R1_001.bam.gtf,N_R1_001.bam.gtf
STRG.4153,21,18,28,14,12,14,11,13,8,3,6
STRG.4152,512,642,573,506,588,445,545,403,539,469,324
Pocillopora_acuta_HIv2___RNAseq.g763.t1,0,28,0,0,0,9,0,0,10,0,0
Pocillopora_acuta_HIv2___RNAseq.g26760.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23155.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.17852,1323,1665,1795,1738,1703,1663,1488,1310,1505,1436,579
STRG.17851,4390,3133,3760,5715,4331,2919,4076,3727,5290,2569,2516
STRG.17850,583,770,457,513,807,629,740,917,581,673,131
Pocillopora_acuta_HIv2___RNAseq.g10816.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g25882.t1,0,0,53,14,15,6,0,0,0,2,0
STRG.17856,902,880,1835,1796,989,1264,988,996,829,997,309
Pocillopora_acuta_HIv2___TS.g18892.t1,0,0,0,0,0,0,0,0,0,4,0
STRG.10807,21,15,9,16,20,14,22,10,23,10,0
Pocillopora_acuta_HIv2___RNAseq.g1426.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23969.t1,0,0,0,3,0,0,0,0,0,0,0
STRG.17858,339,614,179,113,564,247,422,513,524,365,166
Pocillopora_acuta_HIv2___RNAseq.g23645.t1,0,6,0,0,8,0,7,0,5,3,0
Pocillopora_acuta_HIv2___RNAseq.g13527.t1,0,7,0,0,0,0,0,0,0,0,7
Pocillopora_acuta_HIv2___TS.g22388.t1,0,0,0,0,6,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g18843.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.223,561,747,560,463,773,621,623,534,653,760,134
Pocillopora_acuta_HIv2___RNAseq.g9421.t1,0,7,13,8,0,0,10,13,0,5,0
Pocillopora_acuta_HIv2___TS.g19156.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g20515.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g24581.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15149,27,18,51,39,29,22,25,7,46,22,6
STRG.15148,257,211,436,352,251,166,342,129,208,301,174
STRG.15143,84,56,9,94,123,35,108,66,58,110,115
STRG.15142,1069,1482,636,871,1712,921,1411,1296,1076,1005,456
STRG.15141,1300,902,478,441,1038,793,1055,757,2531,777,624
STRG.15140,72,130,23,31,111,54,151,56,115,119,63
STRG.15147,1555,1413,1455,1502,1585,1164,1413,1529,1798,1305,798
STRG.15146,257,287,301,246,348,342,328,291,230,267,102
STRG.15145,823,1161,247,293,299,1631,819,918,1541,448,633
STRG.15144,234,262,212,305,225,273,254,282,173,251,80
Pocillopora_acuta_HIv2___RNAseq.g24583.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g20892.t2,0,0,0,14,7,0,10,0,3,0,0
Pocillopora_acuta_HIv2___RNAseq.g28523.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g31255.t1,0,8,24,20,0,0,7,0,0,8,0
STRG.16539,369,726,1314,727,684,906,966,590,387,796,155
Pocillopora_acuta_HIv2___RNAseq.g10803.t1,0,0,106,138,22,52,15,3,6,22,0
STRG.16538,4293,4674,6381,5035,5231,4776,5070,4450,4140,4367,1997
Pocillopora_acuta_HIv2___RNAseq.g21883.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.17787,49,75,3,14,81,25,52,62,43,48,10
STRG.17786,33,9,0,2,13,13,32,0,18,10,2
STRG.17785,4,6,0,0,0,0,15,0,4,3,0
STRG.17784,1153,1352,1234,1096,1550,1206,1475,1185,1502,1468,815
STRG.17783,530,489,63,165,132,865,140,428,633,189,240
Pocillopora_acuta_HIv2___RNAseq.g28521.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.17781,146,284,210,212,261,198,221,168,142,206,22
STRG.17780,598,491,445,339,544,333,512,305,294,377,157
Pocillopora_acuta_HIv2___TS.g24264.t1,0,0,0,0,0,0,0,0,0,8,0
STRG.17789,197,211,263,216,196,194,177,190,248,175,102
Pocillopora_acuta_HIv2___RNAseq.g1116.t1,0,0,2,2,4,5,0,0,5,0,5
Pocillopora_acuta_HIv2___RNAseq.g10419.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.16537,9687,12710,11375,8438,12862,6748,11124,9330,5836,8989,2250
STRG.16536,383,447,598,557,479,434,493,423,405,330,221
STRG.12498,1049,1890,1524,1132,1750,1215,1544,1101,1154,1073,325
STRG.12499,2840,4245,3663,3177,4963,3331,5276,3583,3265,3421,1024
STRG.12490,126,133,2960,4653,152,3088,474,116,152,573,37
STRG.12491,36,17,59,82,17,50,24,5,20,18,42
STRG.12492,3,0,0,0,3,0,0,0,0,0,4
STRG.16534,2574,4141,2843,2539,4136,2687,3853,3592,2778,3120,748
STRG.12494,143,251,54,30,63,289,47,190,92,101,79
STRG.12495,73,39,4,5,14,56,9,42,33,11,55
STRG.12496,125,116,171,135,213,101,194,126,109,174,28
STRG.12497,1389,1765,1103,1016,2087,1601,3027,1086,1020,2351,427
STRG.1338,131,242,212,220,181,186,142,214,192,172,76
STRG.18639,50,7,3,4,17,20,25,21,24,3,26
STRG.1336,238,363,446,336,313,299,243,226,282,214,107
STRG.1337,9,11,0,7,5,10,17,18,7,7,0
STRG.1334,718,863,1024,833,936,661,933,902,952,751,368
STRG.18635,472,598,447,423,382,416,439,449,479,564,303
STRG.1332,228,203,213,161,189,160,149,131,126,130,25
STRG.18633,258,1282,325,325,362,915,555,784,236,540,262
STRG.1330,328,321,33,43,218,141,321,174,248,295,247
STRG.18631,26,46,10,0,40,18,90,22,82,77,10
STRG.6699,1582,2098,1695,1402,1979,1628,2290,1983,1883,1869,580
STRG.18180,99,4344,159,87,189,2991,340,1592,240,712,50
STRG.18181,107,36,0,0,30,65,9,55,89,29,22
STRG.18182,150,287,54,10,22,202,48,113,126,62,92
STRG.18183,170,182,29,13,54,186,38,149,254,111,87
STRG.18184,14,28,15,36,16,18,17,23,27,19,10
STRG.18185,192,316,298,245,322,217,261,255,236,297,145
STRG.18186,333,278,1298,824,384,513,308,334,424,498,278
STRG.18187,24,24,26,23,32,23,29,29,33,22,20
STRG.18188,51,121,13,11,22,87,0,44,54,48,12
STRG.18189,7,0,0,8,6,5,7,2,8,3,22
Pocillopora_acuta_HIv2___RNAseq.g5423.t1b,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g27748.t1,0,2,0,0,0,0,0,0,2,0,0
STRG.6696,496,492,309,225,650,326,517,399,465,416,127
STRG.7809,13,19,59,12,13,22,44,21,13,20,12
Pocillopora_acuta_HIv2___TS.g19933.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g3004.t1,0,6,4,0,6,2,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g23636.t1b,0,0,0,0,0,4,0,0,12,7,0
STRG.6692,446,429,515,551,513,382,474,421,480,392,507
STRG.22558,1810,1781,2454,2468,2837,1799,2685,2102,2198,2044,391
STRG.22559,941,1036,1245,986,1073,999,950,705,1213,946,806
STRG.22556,18,19,8,36,17,19,19,20,26,12,6
STRG.22557,2,0,4,4,8,3,4,6,9,4,0
STRG.22554,37,38,36,17,39,7,28,21,35,23,6
STRG.22555,116,99,110,56,77,64,170,69,71,92,42
STRG.22552,94,193,127,84,233,134,148,196,174,205,40
STRG.22553,1,2,2,9,2,1,2,1,2,1,0
STRG.22550,173,183,287,119,120,94,113,107,190,106,101
Pocillopora_acuta_HIv2___RNAseq.g2450.t1,0,0,1,2,2,0,0,0,6,0,1
STRG.16559,622,943,2344,1639,815,750,914,519,984,678,249
STRG.16558,1070,1823,1036,918,1324,1223,1321,1441,1048,1211,398
STRG.19589,121,139,114,100,169,172,130,174,158,93,30
STRG.19588,44,64,33,10,80,63,69,98,97,91,16
STRG.19587,230,324,139,171,301,272,284,300,293,303,42
STRG.16554,11,9,25,11,12,14,13,15,17,14,17
STRG.16557,2475,3406,1719,1847,2743,2117,2552,3092,2098,2418,704
STRG.16556,827,1051,964,834,956,804,908,773,860,873,316
STRG.16551,217,176,325,345,256,226,247,191,304,224,138
STRG.16550,237,385,348,415,355,220,292,252,194,184,245
STRG.19581,12,0,32,0,0,0,0,0,35,0,0
Pocillopora_acuta_HIv2___TS.g1603.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g5996.t1,0,0,0,0,0,0,0,0,0,5,0
STRG.5365,17,6,12,20,35,21,13,18,8,29,3
STRG.6949,670,1038,1359,869,1027,681,1138,717,569,602,305
STRG.5367,123,62,174,202,128,137,139,139,114,119,107
STRG.5366,112,73,125,107,107,118,93,95,75,78,53
STRG.5361,594,781,723,698,576,607,654,662,637,526,158
STRG.5360,407,512,824,805,631,526,523,544,461,486,501
STRG.5363,104,101,109,86,113,90,86,109,113,92,52
STRG.5362,16,20,31,28,24,26,21,16,22,27,5
STRG.6940,992,682,1234,1324,710,1100,527,573,927,611,737
STRG.6941,216,190,287,227,296,255,243,222,275,341,115
STRG.6942,139,191,368,330,117,189,214,103,203,211,107
STRG.6943,1420,1775,1789,1611,2117,1242,1721,1760,1262,1517,537
STRG.6944,159,292,267,299,308,211,294,252,185,250,129
STRG.6945,570,602,1491,1072,705,998,839,463,642,910,132
STRG.6946,379,394,236,192,534,271,496,454,342,366,106
STRG.6947,8584,12196,12092,11782,13476,9817,12287,12488,9732,11976,4041
STRG.15925,1251,2309,776,437,1854,928,2054,1288,1389,1443,326
STRG.15924,13,3,4,6,6,6,17,0,8,6,1
Pocillopora_acuta_HIv2___TS.g19777.t2,0,0,0,0,0,0,0,0,0,0,0
STRG.15926,65,74,26,32,49,48,78,28,66,48,3
STRG.15921,149,149,197,232,179,126,175,148,168,207,22
STRG.15920,315,283,359,304,367,255,307,195,316,265,190
STRG.15923,240,461,206,244,328,429,348,328,297,309,120
STRG.15922,15518,13458,28588,30528,16782,17001,16549,12701,15923,18225,20312
STRG.15929,113,144,179,153,153,112,132,101,160,132,33
STRG.15928,163,274,310,213,247,200,191,188,313,238,57
STRG.22215,48,35,0,0,30,16,49,13,68,38,14
Pocillopora_acuta_HIv2___RNAseq.g30442.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g19539.t1,0,25,11,0,6,0,21,10,10,6,5
Pocillopora_acuta_HIv2___RNAseq.g25287.t1,0,0,6,0,0,0,0,0,0,0,0
STRG.688,291,261,492,354,603,133,396,234,360,366,84
Pocillopora_acuta_HIv2___RNAseq.g19604.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g31150.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.21283_t,0,0,0,8,3,24,9,16,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g8650.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.10250,8,66,0,2,6,33,7,29,10,7,2
STRG.17203,103,64,100,84,75,62,72,69,111,65,79
STRG.10252,1,2,2,2,0,1,1,1,1,1,0
STRG.17201,1272,1433,2374,2010,1473,1608,1587,1350,1522,1622,700
STRG.10254,14,28,24,20,31,28,10,21,27,29,13
STRG.17207,714,955,1108,970,829,854,786,768,779,507,458
STRG.17204,17,0,33,10,14,22,20,13,11,5,8
STRG.17205,91,103,51,22,101,62,122,51,124,84,42
STRG.10258,1787,2320,1162,1673,2428,1846,2316,2402,1950,2440,442
STRG.10259,91,298,106,58,78,330,357,206,142,163,72
STRG.17208,16,14,22,20,47,11,18,18,54,36,0
STRG.17209,2216,2854,1527,1397,2694,1966,3091,2808,2260,2538,484
Pocillopora_acuta_HIv2___TS.g27087.t1,0,0,0,0,0,0,2,0,0,0,6
Pocillopora_acuta_HIv2___RNAseq.g14570.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.20950,121,65,14,27,128,21,89,107,18,60,18
STRG.20951,117,111,43,23,228,44,96,149,67,145,40
STRG.20952,67,87,39,89,48,57,53,70,65,96,11
STRG.20953,21,10,12,17,6,4,15,10,15,23,3
STRG.20954,1310,1218,608,650,865,981,911,876,1202,853,778
STRG.20955,48,37,41,22,55,46,40,9,34,71,74
STRG.20956,19,17,33,42,12,21,19,13,57,17,24
STRG.20957,334,398,279,364,425,302,396,308,342,455,283
STRG.20958,59,8,48,47,42,39,57,19,36,62,38
STRG.20959,2597,2764,2061,2264,3099,2250,3020,2450,3308,2707,1280
STRG.5309,554,818,760,863,818,661,783,805,557,658,326
Pocillopora_acuta_HIv2___RNAseq.g6836.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.19218,4,0,8,0,0,0,0,0,9,0,0
Pocillopora_acuta_HIv2___RNAseq.g6813.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.21391,3463,3180,3085,3610,3998,2480,3421,3806,3018,3487,1523
STRG.21390,5457,5035,2624,2598,6232,3684,4975,4946,6352,5100,2079
STRG.21393,386,408,518,467,385,426,422,435,333,351,222
STRG.21392,878,847,831,709,891,619,829,630,669,699,462
STRG.21395,958,1187,1186,1071,1177,1029,1098,1155,998,1220,462
STRG.21394,920,840,1088,1106,889,780,947,883,766,939,333
STRG.21397,801,1004,1361,1315,908,1166,982,1097,986,990,377
STRG.21396,1733,2642,2014,2143,2714,2192,2788,2688,1854,2200,529
STRG.21399,413,416,2256,1887,835,1127,534,536,397,868,162
STRG.21398,2781,2624,3995,2834,3174,2255,2075,1982,3130,2487,4338
STRG.19215,27,137,12,0,5,122,44,45,18,13,0
STRG.3406,287,339,405,247,356,270,235,300,260,325,157
Pocillopora_acuta_HIv2___RNAseq.g381.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.3404,768,715,1004,968,865,680,805,783,694,797,541
STRG.19214,2,15,0,0,3,0,0,0,0,2,15
STRG.3402,1387,995,471,317,1385,599,1460,1080,1951,1279,599
STRG.3403,290,397,317,285,395,303,343,343,425,321,89
STRG.3400,246,241,725,613,151,340,353,155,249,271,91
STRG.3401,855,474,9,29,820,246,995,336,772,941,309
STRG.5303,2,0,9,18,0,0,0,0,5,6,0
STRG.3408,300,344,254,342,346,290,296,465,267,431,82
STRG.19212,233,232,177,204,172,124,184,293,157,182,56
STRG.5301,57,55,46,44,43,57,19,60,51,37,11
STRG.19210,1044,1334,52,52,2337,222,918,972,4939,1388,525
STRG.15943,1,3,0,0,1,2,1,0,1,1,0
Pocillopora_acuta_HIv2___RNAseq.g7287.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15942,3,0,0,0,0,0,0,0,0,0,0
STRG.6960,5523,4264,2219,1868,1603,6410,2275,4169,6185,1840,5261
STRG.15940,1058,921,1586,1603,1212,1137,1256,1155,1211,1280,629
STRG.6966,16,8,0,12,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g4208.t1,0,14,18,0,11,1,14,0,14,3,13
STRG.6967,13,9,0,9,0,11,24,4,0,0,0
STRG.15945,14,11,6,19,14,9,11,22,13,10,34
Pocillopora_acuta_HIv2___RNAseq.g3509.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.15944,5,0,0,0,0,0,0,6,3,8,0
Pocillopora_acuta_HIv2___RNAseq.g17722.t1,0,0,0,0,0,0,4,0,0,0,0
STRG.11121,496,660,559,468,705,510,636,606,579,502,122
STRG.11120,10,4,22,18,6,8,7,6,9,0,8
STRG.11123,977,1455,1052,1081,1261,881,1091,1069,671,855,411
STRG.11122,1632,2045,1616,1560,2000,1701,1697,1869,1387,1485,773
STRG.11125,627,800,739,687,616,783,657,654,627,669,270
STRG.11124,180,154,4181,3277,377,2112,1037,141,236,1027,178
STRG.11127,253,154,452,307,236,198,309,125,246,233,149
STRG.11126,652,677,708,573,518,533,738,685,640,724,121
STRG.11129,27,4,27,30,14,18,13,21,20,15,5
STRG.11128,13,38,134,41,48,21,38,20,37,38,10
STRG.15949,16,3,0,0,4,2,3,0,6,3,22
Pocillopora_acuta_HIv2___RNAseq.g8612.t1,0,0,0,2,0,0,0,0,0,0,0
STRG.8205,4,3,3,0,0,3,0,3,4,0,0
STRG.8204,2,0,0,3,0,2,9,0,6,0,0
STRG.8207,96,129,98,57,224,85,83,124,91,109,100
STRG.8206,9,22,19,20,17,13,6,13,22,10,5
STRG.8201,3,8,3,4,2,8,3,2,6,1,1
STRG.8200,2,3,3,2,3,1,2,2,2,1,29
STRG.8203,7,0,8,9,3,0,0,0,6,0,7
STRG.8202,2,15,5,16,12,4,0,5,13,4,124
STRG.8209,26,74,41,49,54,30,26,42,34,18,42
STRG.8208,40,36,111,81,55,37,38,38,30,31,27
Pocillopora_acuta_HIv2___RNAseq.g383.t1,0,0,0,0,1,0,0,0,0,0,0
STRG.20046,172,108,107,81,138,177,108,162,200,110,121
STRG.2758,307,457,549,480,357,376,606,289,382,337,187
Pocillopora_acuta_HIv2___RNAseq.g7496.t1,0,0,0,0,0,0,0,0,2,0,5
STRG.20045,2217,3039,2031,1837,3527,2535,3285,3790,2729,2871,394
STRG.20042,1098,1351,999,1383,1793,1475,980,1691,1411,1511,253
STRG.20043,1435,1615,1448,1232,1612,1590,1736,1481,1777,1775,629
STRG.20040,362,427,486,529,430,485,265,367,404,333,269
STRG.20041,4705,6196,2341,2850,6117,4703,5172,5516,4735,4010,1101
Pocillopora_acuta_HIv2___RNAseq.g19786.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.2750,165,268,110,81,191,237,136,222,144,192,107
STRG.2753,287,212,140,209,382,230,455,266,199,237,146
STRG.2752,892,949,509,712,1087,782,1027,1177,994,851,271
STRG.2755,52,22,16,0,23,13,10,22,21,14,16
STRG.2754,48,185,34,10,120,128,160,110,94,146,27
STRG.2757,83,150,53,58,56,124,81,63,55,131,103
STRG.2756,147,200,125,163,90,166,204,97,144,139,139
Pocillopora_acuta_HIv2___RNAseq.g15026.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___TS.g11968.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g17720.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.23630,44,44,139,153,75,149,152,23,34,110,5
STRG.23631,16,28,7,0,33,17,69,21,17,50,14
STRG.23632,117,62,143,181,135,127,104,112,51,124,77
STRG.23633,291,303,318,359,357,282,335,314,294,290,96
STRG.23634,13,32,0,7,0,3,48,11,12,8,7
STRG.23635,821,874,373,598,892,548,1337,608,868,919,260
STRG.23636,240,352,238,237,345,278,384,305,285,337,116
STRG.23637,38,20,9,71,44,68,6,77,10,5,12
STRG.23638,119,106,123,174,94,100,78,106,100,84,57
STRG.23639,23,18,18,25,5,22,9,13,29,9,19
Pocillopora_acuta_HIv2___TS.g30632.t1,0,4,0,0,13,0,14,0,0,36,0
STRG.17731,1017,2609,37,159,1776,968,903,736,720,369,372
STRG.6126,2045,3038,5148,4359,3130,3041,3634,2537,2318,2655,480
STRG.6127,2157,2277,1019,1387,2584,1665,2176,2176,1585,2288,613
STRG.6124,684,675,293,280,789,463,1029,587,620,1470,234
STRG.6125,46,13,38,51,23,23,11,21,34,20,17
STRG.6122,3716,5537,6652,4748,4685,5401,4154,4792,6398,4535,1161
STRG.6123,144,87,18,64,87,49,131,73,160,149,65
STRG.6120,890,938,531,700,1288,741,1155,840,1180,838,231
STRG.6121,4,7,7,8,6,5,6,5,9,5,3
Pocillopora_acuta_HIv2___TS.g17874.t2,0,0,0,0,0,0,98,0,0,0,0
STRG.6128,101,91,27,53,145,28,94,53,157,77,59
STRG.6129,346,404,1305,612,431,393,527,329,355,376,149
Pocillopora_acuta_HIv2___RNAseq.g17288.t1,0,0,3,0,0,3,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23395.t1,0,10,0,0,0,8,10,18,0,9,0
STRG.23098,3508,2293,1683,1487,2234,1985,3398,1640,4427,2322,850
STRG.23099,665,702,2177,1510,903,916,907,579,635,865,312
STRG.23094,5,6,8,8,12,7,7,2,11,7,5
Pocillopora_acuta_HIv2___RNAseq.g7743.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.23096,4,8,0,5,0,0,0,0,3,3,6
STRG.23097,370,204,112,99,272,171,280,166,454,229,39
STRG.23090,60,61,65,39,39,92,66,57,92,38,30
Pocillopora_acuta_HIv2___RNAseq.g31152.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.23092,11,10,19,36,26,9,9,18,13,14,11
STRG.23093,2,1,0,1,0,1,1,0,2,0,0
Pocillopora_acuta_HIv2___TS.g5506.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.22941,66,135,44,47,106,69,68,85,113,96,33
STRG.22940,431,389,95,125,355,482,255,174,851,230,298
STRG.22943,279,395,108,86,352,218,145,316,336,277,407
STRG.22942,300,540,190,95,513,293,244,395,475,350,60
STRG.22945,4,0,0,5,0,6,0,3,5,4,0
STRG.22944,13,9,8,7,0,10,3,0,0,6,5
STRG.22947,35,31,33,15,35,24,40,28,33,19,5
STRG.22946,6,5,0,0,14,2,27,11,21,5,0
STRG.22949,96,153,28,21,27,176,18,58,74,37,25
STRG.22948,12,7,7,9,17,6,8,9,10,9,12
Pocillopora_acuta_HIv2___TS.g4247.t1,0,0,0,0,0,3,0,0,0,0,0
STRG.19824,6,6,4,3,2,5,7,0,3,2,1
STRG.19825,77,111,29,49,68,41,94,83,31,125,53
STRG.17321,37,17,24,3,20,0,44,46,30,22,25
STRG.19826,326,530,678,656,481,512,473,441,375,487,160
STRG.1479,2,0,65,47,1,24,9,4,0,8,0
STRG.1478,15,38,54,50,34,23,15,59,31,23,0
STRG.19827,3597,3575,5449,5235,4258,3491,4278,4048,4042,4027,3104
Pocillopora_acuta_HIv2___TS.g5963.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.1471,612,615,211,296,666,365,673,584,634,495,209
STRG.1470,321,265,806,858,509,402,540,360,460,474,888
STRG.1473,66,75,49,20,51,29,116,46,61,40,125
STRG.1472,22,3,11,9,18,13,19,0,12,14,10
STRG.1475,58,60,56,42,49,63,31,13,58,68,46
STRG.1474,827,658,1163,1103,811,777,784,631,887,651,590
STRG.1477,21,12,2,3,10,10,15,19,10,31,1
STRG.5913,250,78,129,89,218,98,168,94,284,209,154
Pocillopora_acuta_HIv2___RNAseq.g20544.t1,0,0,0,0,0,7,0,0,0,0,0
STRG.5910,163,113,138,121,178,76,172,202,194,116,20
STRG.17320,561,598,466,728,510,735,561,715,634,657,178
STRG.5911,6,5,45,33,0,21,27,17,7,9,0
Pocillopora_acuta_HIv2___RNAseq.g29486.t1,0,0,0,6,6,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g7285.t1,0,0,0,0,5,0,0,0,2,0,0
STRG.19828,262,320,132,284,195,275,225,230,246,239,63
STRG.15281,177,198,80,83,154,144,197,159,150,148,35
Pocillopora_acuta_HIv2___TS.g5504.t1,0,0,0,0,0,0,1,0,0,0,0
Pocillopora_acuta_HIv2___TS.g276.t1,0,3,0,0,0,3,3,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g172.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.13196,38,50,84,90,59,71,70,39,48,42,220
STRG.13197,31,11,0,16,31,25,11,16,8,16,0
STRG.13194,21,25,0,14,8,23,9,18,8,15,0
STRG.13195,689,619,924,863,741,707,653,655,710,595,993
STRG.13192,1727,2285,1669,1478,2365,2206,2309,2050,2270,1959,418
STRG.13193,264,278,289,205,301,261,285,265,272,242,93
STRG.13190,417,532,801,730,553,1003,510,432,574,564,324
STRG.13191,55,47,69,70,56,63,63,47,49,50,126
Pocillopora_acuta_HIv2___RNAseq.g843.t1,0,0,3,0,4,0,0,0,0,2,0
STRG.13198,68,28,55,30,52,25,23,35,49,40,122
STRG.13199,35,50,54,52,37,30,42,29,31,43,40
Pocillopora_acuta_HIv2___RNAseq.g24570.t3,0,2,0,0,0,0,0,0,0,4,0
STRG.13228,18,22,36,18,15,16,22,17,15,28,8
STRG.13229,1,2,0,7,2,2,2,2,1,2,1
STRG.8096,874,1379,3791,3342,1354,1391,1966,1017,1435,1073,2992
STRG.13220,2724,2736,1927,2004,3511,2157,3469,3671,2899,2811,655
STRG.13221,138,109,168,113,155,130,209,90,131,155,30
STRG.13222,6,0,4,0,14,0,19,6,0,0,0
STRG.13223,282,403,408,396,366,359,504,453,358,399,170
STRG.13224,75,96,138,94,68,71,118,55,54,105,73
STRG.13225,185,227,179,123,108,191,139,167,160,179,63
STRG.13226,33,40,21,22,41,48,161,23,19,35,3
STRG.13227,9,12,16,16,13,8,9,5,13,7,15
STRG.20979,488,521,614,715,550,426,398,550,398,428,435
Pocillopora_acuta_HIv2___TS.g19785.t1,0,0,8,8,0,0,0,0,0,2,0
Pocillopora_acuta_HIv2___RNAseq.g18925.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g23358.t1,0,0,0,0,0,0,21,0,0,0,0
Pocillopora_acuta_HIv2___TS.g3912.t1,0,0,0,0,1,0,1,0,1,0,0
Pocillopora_acuta_HIv2___TS.g7327.t1,0,0,1,1,2,1,0,0,0,1,1
Pocillopora_acuta_HIv2___RNAseq.g24572.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.17329,8,10,4,6,14,10,7,12,7,7,7
STRG.20971,486,177,132,52,122,265,116,159,413,153,146
Pocillopora_acuta_HIv2___RNAseq.g18927.t1,0,0,0,0,0,0,0,0,1,0,0
Pocillopora_acuta_HIv2___RNAseq.g2547.t1,0,2,3,2,5,5,1,1,3,4,1
Pocillopora_acuta_HIv2___TS.g19861.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g26268.t1,0,0,2,0,0,0,0,0,2,0,0
Pocillopora_acuta_HIv2___RNAseq.g29052.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g14388.t1,0,10,32,26,0,26,37,27,23,0,22
Pocillopora_acuta_HIv2___TS.g24051.t1,0,0,0,15,30,0,0,0,0,7,0
Pocillopora_acuta_HIv2___RNAseq.g6634.t1,0,0,0,0,0,0,0,0,0,0,0
Pocillopora_acuta_HIv2___RNAseq.g2184.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.10759,557,829,874,892,851,875,777,638,767,747,180
STRG.10758,573,541,1338,986,802,629,778,630,674,627,347
Pocillopora_acuta_HIv2___TS.g23820.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.10751,2472,3581,3209,2851,3591,2728,3674,3024,2628,3159,503
STRG.10750,234,286,304,246,350,346,310,302,296,287,39
STRG.10753,2,0,6,0,2,0,0,0,2,0,0
STRG.10752,82,26,2,1,62,31,33,53,82,31,19
STRG.10755,79,90,4,6,117,17,180,34,48,45,42
STRG.10754,401,424,1335,1243,457,518,920,226,332,534,136
STRG.10757,572,543,973,1058,617,920,596,541,550,690,277
STRG.10756,3,4,0,3,20,0,39,4,6,19,10
Pocillopora_acuta_HIv2___RNAseq.g19462.t1,0,0,0,0,0,0,0,0,0,0,0
STRG.3390,240,326,331,381,174,453,528,283,207,314,140
Pocillopora_acuta_HIv2___RNAseq.g24796.t1,0,4,11,8,0,7,0,17,10,5,0
Pocillopora_acuta_HIv2___RNAseq.g22158.t1,0,0,0,0,0,0,0,0,0,0,0
