"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___RNAseq.g2942.t1",2098.94844434917,-0.53714586626672,0.169894606539903,-3.16164166247715,0.00156882488807405,0.0489123687242605,1782,3019,2278,2584,2534,2300,2431,2569,1887,2514,551
"Pocillopora_acuta_HIv2___RNAseq.g25946.t1",56.6915234393314,-2.66299889210238,0.634151797478685,-4.1993082771194,2.67731611303973e-05,0.00362260118772212,16,122,52,78,25,94,70,89,4,118,4
"Pocillopora_acuta_HIv2___RNAseq.g13255.t1",699.92079770785,1.31652589614491,0.404740536890661,3.2527651078858,0.00114287929437509,0.0418759064639877,1319,664,207,414,616,599,605,964,1016,647,549
"Pocillopora_acuta_HIv2___RNAseq.g29317.t1",466.666994957645,1.20040283497884,0.29154402084316,4.11739822860099,3.83173645428331e-05,0.00478027405784564,681,263,360,453,457,321,432,447,626,384,487
"Pocillopora_acuta_HIv2___TS.g28751.t1",1849.56198578494,2.86275648682423,0.420714727209332,6.8045074290918,1.01395556365845e-11,1.87977128872612e-08,2973,965,535,602,661,1269,891,788,3820,668,3763
"Pocillopora_acuta_HIv2___RNAseq.g2028.t1",672.844487525038,1.62724447859656,0.499663562416136,3.25668029649385,0.00112723316404074,0.0415971140142091,573,367,472,594,516,575,449,548,589,547,1184
"Pocillopora_acuta_HIv2___RNAseq.g18385.t1",39.2605311502141,-2.24089755440967,0.666740527114614,-3.36097396705039,0.000776681456520943,0.0344301060233331,22,61,137,30,39,12,115,12,6,20,11
"Pocillopora_acuta_HIv2___RNAseq.g23677.t1",26.2249782675082,2.92276020501758,0.776060833675832,3.76614832006642,0.000165785328327754,0.0128397852604327,27,10,16,16,5,11,6,17,24,26,65
"Pocillopora_acuta_HIv2___RNAseq.g7078.t1",3951.35678165206,-1.8205310979167,0.530940476481793,-3.42887984351882,0.000606077784269341,0.0292594070147686,1366,4672,10687,7900,3949,5868,3603,2478,2377,3413,393
"Pocillopora_acuta_HIv2___RNAseq.g392.t1",73.0621451529799,2.45618173601376,0.689849035449087,3.56046266617565,0.000370201944613942,0.0215278670151625,57,52,33,41,47,21,12,43,114,60,167
"Pocillopora_acuta_HIv2___RNAseq.g11630.t1",71.9365702925595,-5.55854195403176,1.53720221770267,-3.61601218760856,0.000299176295933034,0.0189986125104468,0,4,270,284,29,116,43,4,5,91,0
